name,documentation-url,resource-url,type,start-date,end-date
Regions (December 2019) Names and Codes in England,https://geoportal.statistics.gov.uk/datasets/regions-december-2019-names-and-codes-in-england,https://opendata.arcgis.com/datasets/18b9e771acb84451a64d3bcdb3f3145c_0.geojson,region,2019-12-12,
